Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:00:32.869,114430.6,0.041,BTCUSDT
2025-09-30 01:00:32.869,114430.6,0.006,BTCUSDT
2025-09-30 01:00:32.870,114430.6,0.033,BTCUSDT
2025-09-30 01:00:32.881,114430.6,0.04,BTCUSDT
2025-09-30 01:00:33.081,114430.7,0.001,BTCUSDT
2025-09-30 01:00:33.108,114430.6,0.08,BTCUSDT
2025-09-30 01:00:33.108,114430.6,0.001,BTCUSDT
2025-09-30 01:00:33.108,114430.6,0.002,BTCUSDT
2025-09-30 01:00:33.108,114430.6,0.001,BTCUSDT
2025-09-30 01:00:33.108,114430.5,0.002,BTCUSDT
2025-09-30 01:00:33.108,114430.5,0.001,BTCUSDT
2025-09-30 01:00:33.108,114430.2,0.002,BTCUSDT
2025-09-30 01:00:33.108,114430.2,0.002,BTCUSDT
2025-09-30 01:00:33.108,114430.0,0.002,BTCUSDT
2025-09-30 01:00:33.108,114430.0,0.001,BTCUSDT
2025-09-30 01:00:33.108,114429.9,0.002,BTCUSDT
2025-09-30 01:00:33.108,114429.5,0.001,BTCUSDT
2025-09-30 01:00:33.108,114429.3,0.002,BTCUSDT
2025-09-30 01:00:33.108,114428.7,0.002,BTCUSDT
2025-09-30 01:00:33.108,114428.7,0.002,BTCUSDT
2025-09-30 01:00:33.110,114428.1,0.003,BTCUSDT
2025-09-30 01:00:33.110,114428.1,0.002,BTCUSDT
2025-09-30 01:00:33.110,114427.7,0.001,BTCUSDT
2025-09-30 01:00:33.226,114427.6,0.262,BTCUSDT
2025-09-30 01:00:33.226,114427.6,0.002,BTCUSDT
2025-09-30 01:00:33.226,114427.5,0.001,BTCUSDT
2025-09-30 01:00:33.226,114427.5,0.002,BTCUSDT
2025-09-30 01:00:33.226,114427.5,0.001,BTCUSDT
2025-09-30 01:00:33.226,114427.5,0.2,BTCUSDT
2025-09-30 01:00:33.226,114427.5,0.001,BTCUSDT
2025-09-30 01:00:33.226,114427.5,0.001,BTCUSDT
2025-09-30 01:00:33.226,114427.4,0.002,BTCUSDT
2025-09-30 01:00:33.226,114427.4,0.036,BTCUSDT
2025-09-30 01:00:33.229,114427.3,0.002,BTCUSDT
2025-09-30 01:00:33.229,114426.9,0.002,BTCUSDT
2025-09-30 01:00:33.229,114426.3,0.002,BTCUSDT
2025-09-30 01:00:33.229,114426.1,0.002,BTCUSDT
2025-09-30 01:00:33.229,114426.1,0.001,BTCUSDT
2025-09-30 01:00:33.229,114426.0,0.001,BTCUSDT
2025-09-30 01:00:33.229,114425.7,0.002,BTCUSDT
2025-09-30 01:00:33.229,114425.6,0.001,BTCUSDT
2025-09-30 01:00:33.229,114425.5,0.002,BTCUSDT
2025-09-30 01:00:33.229,114425.2,0.002,BTCUSDT
2025-09-30 01:00:33.229,114425.1,0.002,BTCUSDT
2025-09-30 01:00:33.229,114425.0,0.001,BTCUSDT
2025-09-30 01:00:33.229,114425.0,0.001,BTCUSDT
2025-09-30 01:00:33.230,114425.0,0.002,BTCUSDT
2025-09-30 01:00:33.240,114424.7,0.003,BTCUSDT
2025-09-30 01:00:33.240,114424.6,0.001,BTCUSDT
2025-09-30 01:00:33.240,114424.5,0.002,BTCUSDT
2025-09-30 01:00:33.372,114424.4,0.001,BTCUSDT
2025-09-30 01:00:33.372,114424.4,0.001,BTCUSDT
2025-09-30 01:00:33.372,114424.4,0.001,BTCUSDT
2025-09-30 01:00:33.501,114424.4,0.01,BTCUSDT
2025-09-30 01:00:33.638,114424.3,0.001,BTCUSDT
2025-09-30 01:00:33.638,114424.3,0.049,BTCUSDT
2025-09-30 01:00:33.747,114424.3,0.001,BTCUSDT
2025-09-30 01:00:33.790,114424.4,0.074,BTCUSDT
2025-09-30 01:00:33.871,114424.3,0.029,BTCUSDT
2025-09-30 01:00:33.984,114424.4,0.001,BTCUSDT
2025-09-30 01:00:34.250,114424.3,0.017,BTCUSDT
2025-09-30 01:00:34.662,114424.3,0.008,BTCUSDT
2025-09-30 01:00:34.727,114424.3,0.008,BTCUSDT
2025-09-30 01:00:34.795,114424.4,0.002,BTCUSDT
2025-09-30 01:00:34.823,114424.3,0.088,BTCUSDT
2025-09-30 01:00:34.823,114424.3,0.001,BTCUSDT
2025-09-30 01:00:34.823,114424.3,0.001,BTCUSDT
2025-09-30 01:00:34.823,114424.3,0.001,BTCUSDT
2025-09-30 01:00:34.823,114424.3,0.206,BTCUSDT
2025-09-30 01:00:34.875,114424.3,0.019,BTCUSDT
2025-09-30 01:00:34.898,114424.4,0.074,BTCUSDT
2025-09-30 01:00:34.920,114424.3,0.072,BTCUSDT
2025-09-30 01:00:34.920,114424.3,0.146,BTCUSDT
2025-09-30 01:00:35.029,114424.3,0.042,BTCUSDT
2025-09-30 01:00:35.234,114424.3,0.008,BTCUSDT
2025-09-30 01:00:35.565,114424.3,0.004,BTCUSDT
2025-09-30 01:00:35.635,114424.3,0.034,BTCUSDT
2025-09-30 01:00:35.868,114424.4,0.001,BTCUSDT
2025-09-30 01:00:35.868,114424.4,0.001,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.001,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.031,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.005,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.017,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.001,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.001,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.017,BTCUSDT
2025-09-30 01:00:35.931,114424.4,0.001,BTCUSDT
2025-09-30 01:00:35.994,114424.3,0.02,BTCUSDT
2025-09-30 01:00:36.011,114424.3,0.091,BTCUSDT
2025-09-30 01:00:36.011,114424.3,0.094,BTCUSDT
2025-09-30 01:00:36.146,114424.3,0.148,BTCUSDT
2025-09-30 01:00:36.146,114424.3,0.075,BTCUSDT
2025-09-30 01:00:36.156,114424.3,0.013,BTCUSDT
2025-09-30 01:00:36.217,114424.3,0.007,BTCUSDT
2025-09-30 01:00:36.348,114424.3,0.052,BTCUSDT
2025-09-30 01:00:36.348,114424.3,0.057,BTCUSDT
2025-09-30 01:00:36.664,114424.4,0.004,BTCUSDT
2025-09-30 01:00:36.716,114424.3,0.009,BTCUSDT
2025-09-30 01:00:36.723,114424.3,0.004,BTCUSDT
2025-09-30 01:00:36.874,114424.4,0.013,BTCUSDT
2025-09-30 01:00:36.874,114424.4,0.062,BTCUSDT
2025-09-30 01:00:37.009,114424.3,0.007,BTCUSDT
2025-09-30 01:00:37.014,114424.3,0.003,BTCUSDT
2025-09-30 01:00:37.047,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.118,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.215,114424.3,0.09,BTCUSDT
2025-09-30 01:00:37.215,114424.3,0.373,BTCUSDT
2025-09-30 01:00:37.215,114424.3,0.071,BTCUSDT
2025-09-30 01:00:37.215,114424.3,0.469,BTCUSDT
2025-09-30 01:00:37.272,114424.3,0.02,BTCUSDT
2025-09-30 01:00:37.298,114424.4,0.002,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.68,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.3,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.002,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.299,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.13,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.001,BTCUSDT
2025-09-30 01:00:37.617,114424.3,0.138,BTCUSDT
2025-09-30 01:00:37.621,114424.3,0.002,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.001,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.001,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.001,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.2,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.001,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.251,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.001,BTCUSDT
2025-09-30 01:00:37.627,114424.2,0.001,BTCUSDT
2025-09-30 01:00:37.627,114423.9,0.001,BTCUSDT
2025-09-30 01:00:37.627,114423.9,0.002,BTCUSDT
2025-09-30 01:00:37.627,114423.9,0.001,BTCUSDT
2025-09-30 01:00:37.627,114423.8,0.002,BTCUSDT
2025-09-30 01:00:37.627,114423.4,0.002,BTCUSDT
2025-09-30 01:00:37.627,114423.3,0.002,BTCUSDT
2025-09-30 01:00:37.627,114423.1,0.028,BTCUSDT
2025-09-30 01:00:37.627,114423.0,0.001,BTCUSDT
2025-09-30 01:00:37.627,114423.0,0.001,BTCUSDT
2025-09-30 01:00:37.627,114422.7,0.001,BTCUSDT
2025-09-30 01:00:37.627,114422.7,0.002,BTCUSDT
2025-09-30 01:00:37.627,114422.6,0.24,BTCUSDT
2025-09-30 01:00:37.627,114422.5,0.003,BTCUSDT
2025-09-30 01:00:37.627,114422.4,0.133,BTCUSDT
2025-09-30 01:00:37.627,114422.2,0.002,BTCUSDT
2025-09-30 01:00:37.627,114422.2,0.002,BTCUSDT
2025-09-30 01:00:37.627,114422.1,0.002,BTCUSDT
2025-09-30 01:00:37.627,114422.0,0.001,BTCUSDT
2025-09-30 01:00:37.627,114421.5,0.002,BTCUSDT
2025-09-30 01:00:37.627,114421.1,0.002,BTCUSDT
2025-09-30 01:00:37.627,114421.1,0.002,BTCUSDT
2025-09-30 01:00:37.627,114421.0,0.001,BTCUSDT
